Verb,Fightin_Word_Score_GPT,Fightin_Word_Score_LLAMA
werken,-4.46027278959978,-10.44081222307865
stuiten,-4.177736406689614,0.4320162198841255
specialiseren,-3.6066282322595935,2.0654448128377894
talenteren,-3.27158746498049,-2.402467531455976
leiden,-3.0343914501774587,1.43530819498699
ontdekken,-2.5677414907306764,-2.2061425256909657
opduiken,-2.478936273454221,0.2931869749928095
beweren,-2.29983805777953,0.2931869749928095
gaan,-2.105308260506618,3.2018049174380745
lijken,-1.847927142587921,-9.102176188100398
volgen,-1.8371049853859007,-2.223472637590373
vermissen,-1.7984936570723784,0.3625643581205247
beschuldigen,-1.7657491085042776,0.4031883655244324
vastbesloten,-1.5458761317506664,-2.402467531455976
stellen,-1.46887540875181,-1.132827708377155
worstelen,-1.46887540875181,-2.6454415524073167
helpen,-1.46887540875181,0.6347099624198655
trekken,-1.46887540875181,-1.132827708377155
pakken,-1.46887540875181,0.5770405957612219
plaatsvinden,-1.3109684205635437,0.5575725274168023
ingehuurd,-1.3109684205635437,0.4726486249905252
verbergen,-1.271827525381564,0.607362416221921
winnen,-1.164968657253688,0.5014791226965074
vastberaden,-1.1124133531056264,0.8594813102231794
bekendstaan,-1.095853663158916,-2.0492543037635125
stemde,-1.0406604832026072,0.5014791226965074
spelen,-1.0406604832026072,-0.0618317081811409
geloven,-1.0406604832026072,0.6116330850256572
geven,-1.0406604832026072,-0.1125802734313741
oproepen,-1.0406604832026072,0.2931869749928095
smeeken,-1.0406604832026072,0.3625643581205247
zijn,-1.0106576083311547,-0.7646478873905309
krijgen,-1.0106576083311547,3.3075946644032195
realiseren,-0.9920417715323108,2.443452744422131
bewegen,-0.8956861543502727,0.4031883655244324
komen,-0.731918183659703,-1.576023800381614
reizen,-0.6752229755331661,0.4880968438648737
behandelen,-0.6752229755331661,-0.6956174977603637
beseft,-0.6752229755331661,0.4320162198841255
betrekken,-0.6704589965764455,0.5238436291746074
doen,-0.6379591979450505,1.11534939709674
opsporen,-0.6362227118718481,0.4031883655244324
kiezen,-0.6362227118718481,0.6577787228528823
waarschuwen,-0.6362227118718481,0.5644899037926087
stappen,-0.6362227118718481,0.4726486249905252
runen,-0.6049898418796701,-0.7365668903400087
aarzelen,-0.6049898418796701,0.5014791226965074
lost,-0.6049898418796701,0.3625643581205247
trotseren,-0.6049898418796701,0.3625643581205247
vragen,-0.6049898418796701,0.607362416221921
praten,-0.6049898418796701,-0.2164982259329301
infiltreren,-0.6049898418796701,0.6791515690814608
opgeven,-0.6049898418796701,0.4031883655244324
bezoeken,-0.6049898418796701,0.2931869749928095
gestalkt,-0.6049898418796701,0.2931869749928095
strijden,-0.6049898418796701,0.2931869749928095
graafen,-0.6049898418796701,0.2931869749928095
kennen,-0.6049898418796701,0.4031883655244324
begrijpen,-0.6049898418796701,-1.1965412798008133
kraken,-0.6049898418796701,0.4726486249905252
inhuuren,-0.4528204593656704,-1.1863336017315251
neemt,-0.4528204593656704,0.2931869749928095
omringen,-0.3234464461413467,0.4543776656979177
kosten,-0.3234464461413467,0.5501428882291957
trillen,-0.3234464461413467,0.2931869749928095
terugkeren,-0.3234464461413467,0.627105288530369
raken,-0.2373731703382895,-0.2606673109442556
blijken,-0.1241777279150195,0.7056679839912262
stijgen,-0.1029394584623288,0.2931869749928095
zet,-0.076209760207993,0.3625643581205247
benaderen,-0.076209760207993,0.4031883655244324
staaren,-0.076209760207993,0.3625643581205247
stond,-0.076209760207993,0.3625643581205247
confronteren,-0.0701293620692523,0.5709612129492501
gebruiken,-0.033628441411967,-0.3533970278620833
ontvangen,-0.0124799761990649,2.4707092876277565
achtervolgd,0.0002783908377192,0.2931869749928095
nemen,0.047019318542005,1.937625715796676
verwikkelen,0.047019318542005,0.3625643581205247
analyseren,0.1265579974682391,0.2931869749928095
staan,0.1743527737768225,2.796381525696547
worden,0.1839376439791872,2.0967864527682623
vastleggen,0.1839376439791872,0.2931869749928095
voelen,0.2742783097871052,2.1422282861492468
vangen,0.2978162059292044,0.4543776656979177
teisteren,0.3136265748836819,0.2931869749928095
terechtkomen,0.3136265748836819,0.2931869749928095
ontmoeten,0.3136265748836819,1.0679379645553229
uitvoeren,0.3136265748836819,0.3625643581205247
traceren,0.3136265748836819,0.4880968438648737
verschriken,0.3136265748836819,0.3625643581205247
merkken,0.3136265748836819,-1.6740845006298457
negeren,0.3136265748836819,0.4031883655244324
uitschakelen,0.3136265748836819,0.4726486249905252
terugtrekken,0.3136265748836819,0.5014791226965074
overtuigen,0.3136265748836819,0.5132836177646349
verdenken,0.3136265748836819,0.4543776656979177
vecht,0.3136265748836819,0.2931869749928095
roepen,0.3136265748836819,0.4031883655244324
riskeren,0.3136265748836819,0.5881956853722395
verbazen,0.3136265748836819,0.4320162198841255
plegen,0.3136265748836819,-0.5019249138260838
schilderen,0.3136265748836819,-0.7365668903400087
stemmen,0.3136265748836819,0.2931869749928095
opereren,0.3136265748836819,0.3625643581205247
opkomen,0.3136265748836819,0.4543776656979177
spoken,0.3136265748836819,0.3625643581205247
vergeten,0.3136265748836819,0.4726486249905252
opnemen,0.3136265748836819,0.2931869749928095
oppakken,0.3136265748836819,0.4031883655244324
opstaan,0.3136265748836819,0.3625643581205247
slaan,0.3136265748836819,0.5436605854072334
schudde,0.3136265748836819,0.4880968438648737
overgaan,0.3136265748836819,0.4726486249905252
reageren,0.3136265748836819,0.5014791226965074
zwijgen,0.3136265748836819,-0.6253759179242012
dreigen,0.3136265748836819,0.3625643581205247
doorzocht,0.3136265748836819,0.2931869749928095
doornemen,0.3136265748836819,0.2931869749928095
dienen,0.3136265748836819,0.4031883655244324
delen,0.3136265748836819,0.5333968752238717
dringen,0.3136265748836819,-0.6253759179242012
gedroomd,0.3136265748836819,-0.7365668903400087
gebeuren,0.3136265748836819,0.4543776656979177
voorspellen,0.3136265748836819,0.4031883655244324
fascineren,0.3136265748836819,0.9336917437198828
eindigen,0.3136265748836819,0.3625643581205247
dwarsbomen,0.3136265748836819,0.3625643581205247
zeggen,0.3136265748836819,-0.1915745688474734
annuleren,0.3136265748836819,0.3625643581205247
afvragen,0.3136265748836819,-0.5019249138260838
aflopen,0.3136265748836819,0.4031883655244324
accepteren,0.3136265748836819,0.3625643581205247
aanpassen,0.3136265748836819,0.6495151437736617
begeven,0.3136265748836819,0.4320162198841255
weigeren,0.3136265748836819,0.4320162198841255
bieden,0.3136265748836819,0.2931869749928095
betalen,0.3136265748836819,0.2931869749928095
bereiken,0.3136265748836819,0.4880968438648737
